shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
72,10.3390/electronics12010171,https://doi.org/10.3390/electronics12010171,Mobile Robot Gas Source Localization Using SLAM-GDM with a Graphene-Based Gas Sensor,Wan Abdul Syaqur Norzam; Huzein Fahmi Hawari; Kamarulzaman Kamarudin; Zaffry Hadi Mohd Juffry; Nurul Athirah Abu Hussein; Monika Gupta; Abdulnasser Nabil Abdullah,2022,Electronics,journal-article,MDPI AG,12,1,171,,13,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 86, ""api_score"": 24.76645, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 85}]"
73,10.5194/amt-2017-260,https://doi.org/10.5194/amt-2017-260,Closing the gap on lower cost air quality monitoring: machine learning calibration models to improve low-cost sensor performance,Naomi Zimmerman; Albert A. Presto; Sriniwasa P. N. Kumar; Jason Gu; Aliaksei Hauryliuk; Ellis S. Robinson; Allen L. Robinson; Ramachandran Subramanian,2017,,posted-content,Copernicus GmbH,,,,,13,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 417, ""api_score"": 22.00426, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 416}]"
74,10.1016/j.jaerosci.2023.106284,https://doi.org/10.1016/j.jaerosci.2023.106284,Development of a physics-based method for calibration of low-cost particulate matter sensors and comparison with machine learning models,Brijal Prajapati; Vishal Dharaiya; Manoranjan Sahu; Chandra Venkatraman; Pratim Biswas; Kajal Yadav; Delwin Pullokaran; Ramya Sunder Raman; Ruqia Bhat; Tanveer Ahmad Najar; Arshid Jehangir,2024,Journal of Aerosol Science,journal-article,Elsevier BV,175,,106284,106284,12,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 221, ""api_score"": 24.244444, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 220}]"
75,10.1039/d2ea00124a,https://doi.org/10.1039/d2ea00124a,"Particulate matter in a lockdown home: evaluation, calibration, results and health risk from an IoT enabled low-cost sensor network for residential air quality monitoring",Nicole Cowell; Lee Chapman; William Bloss; Deepchandra Srivastava; Suzanne Bartington; Ajit Singh,2023,Environmental Science: Atmospheres,journal-article,Royal Society of Chemistry (RSC),3,1,65-84,,12,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 45, ""api_score"": 30.609783, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 44}]"
76,10.3390/atmos14081228,https://doi.org/10.3390/atmos14081228,The Development of a Low-Cost Particulate Matter 2.5 Sensor Calibration Model in Daycare Centers Using Long Short-Term Memory Algorithms,Hyungjin Jeon; Jewan Ryu; Kyoung Min Kim; Junyeong An,2023,Atmosphere,journal-article,MDPI AG,14,8,1228,,12,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 17, ""api_score"": 34.88508, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 16}]"
77,10.1109/isoen.2017.7968898,https://doi.org/10.1109/isoen.2017.7968898,Exploration and localization of a gas source with MOX gas sensors on a mobile robot — A Gaussian regression bout amplitude approach,Mikel Vuka; Erik Schaffernicht; Michael Schmuker; Victor Hernandez Bennetts; Francesco Amigoni; Achim J. Lilienthal,2017,2017 ISOCS/IEEE International Symposium on Olfaction and Electronic Nose (ISOEN),proceedings-article,IEEE,,,1-3,,12,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 124, ""api_score"": 23.8489, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 123}]"
78,10.1109/cenim.2018.8711381,https://doi.org/10.1109/cenim.2018.8711381,Gas Source Localization Using an Olfactory Mobile Robot Equipped With Wind Direction Sensor,Helmy Widyantara; Muhammad Rivai; Djoko Purwanto,2018,"2018 International Conference on Computer Engineering, Network and Intelligent Multimedia (CENIM)",proceedings-article,IEEE,,,66-70,,11,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 163, ""api_score"": 23.445143, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 162}]"
79,10.1016/j.apr.2025.102676,https://doi.org/10.1016/j.apr.2025.102676,Field-based calibration and operation of low-cost sensors for particulate matter by linear and nonlinear methods,Chao Mai; Zekai Wang; Lehan Chen; Yuhan Huang; Meng Li; Arezoo Shirazi; Ali Altaee; John L. Zhou,2025,Atmospheric Pollution Research,journal-article,Elsevier BV,16,12,102676,102676,10,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 124, ""api_score"": 26.84517, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 123}]"
80,10.3390/su16219499,https://doi.org/10.3390/su16219499,AI-Aided Robotic Wide-Range Water Quality Monitoring System,Ameen Awwad; Ghaleb A. Husseini; Lutfi Albasha,2024,Sustainability,journal-article,MDPI AG,16,21,9499,,4,21,robotic_sampling,"[""robotic_environmental_monitoring"", ""water_quality_monitoring"", ""robotic_sampling""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring;robotic_sampling,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 33, ""api_score"": 24.562092, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 32}]"
81,10.1109/icicict46008.2019.8993292,https://doi.org/10.1109/icicict46008.2019.8993292,Autonomous Navigation of an Unmanned Ground Vehicle for Soil Pollution Monitoring,K P Akhil; Gayathri Manikutty; Rahul Ravindran; Bhavani Rao R,2019,"2019 2nd International Conference on Intelligent Computing, Instrumentation and Control Technologies (ICICICT)",proceedings-article,IEEE,,,1563-1567,,2,21,outdoor_navigation_fusion,"[""robotic_environmental_monitoring"", ""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;outdoor_navigation_fusion,"[""robot"", ""env"", ""sensor"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 105, ""api_score"": 25.481354, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 104}]"
82,10.1109/icassp49660.2025.10888054,https://doi.org/10.1109/icassp49660.2025.10888054,Enhancing Network Calibration for Low-Cost Gas Sensor Networks Through Adaptive Similarity Search,Cheng Yang; Saikat Chatterjee; Tobias J. Oechtering,2025,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",proceedings-article,IEEE,,,1-5,,1,21,gas_sensor_calibration,"[""gas_sensor_calibration"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,gas_sensor_calibration;embedded_environmental_sensing,"[""env"", ""gas"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 301, ""api_score"": 23.061338, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 300}]"
83,10.1177/17298806221081325,https://doi.org/10.1177/17298806221081325,Configurable simulation strategies for testing pollutant plume source localization algorithms using autonomous multisensor mobile robots,Tyrell Lewis; Kiran Bhaganagar,2022,International Journal of Advanced Robotic Systems,journal-article,SAGE Publications,19,2,,17298806221081325,6,19,outdoor_navigation_fusion,"[""robotic_environmental_monitoring"", ""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;outdoor_navigation_fusion,"[""robot"", ""env"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 493, ""api_score"": 21.05238, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 492}]"
84,10.3390/iot7020042,https://doi.org/10.3390/iot7020042,IoT-Based System for Real-Time Water Quality Monitoring and Advanced Turbidity and pH Sensor Calibration to Improve Accuracy and Reliability Using ThingSpeak,Mulhim Al Drees; Abbas E. Rahma; Samah Daffalla; Rawabi Alsudais; Naser Fathi Alsubaie; Mohammed Albrahim; Hassan Abdullah Alghanim; Mustafa I. Almaghasla,2026,IoT,journal-article,MDPI AG,7,2,42,,2,19,water_quality_monitoring,"[""water_quality_monitoring"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,water_quality_monitoring;embedded_environmental_sensing,"[""env"", ""water"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 20, ""api_score"": 25.463734, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 19}]"
85,10.1109/vts60656.2024.10538731,https://doi.org/10.1109/vts60656.2024.10538731,Calibration and Source Localization Using an Array of Resistive Metal Oxide Gas Sensors,Ishaan Bassi; Sule Ozev,2024,2024 IEEE 42nd VLSI Test Symposium (VTS),proceedings-article,IEEE,,,1-7,,1,19,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,False,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""calib"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 64, ""api_score"": 25.333298, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 63}, {""query_id"": ""Q05"", ""query_rank"": 37, ""api_score"": 25.632027, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 36}]"
86,10.36561/ing.30.11,https://doi.org/10.36561/ing.30.11,System-Level Design and Outdoor Validation of a Solar-Powered Mobile Robot for Autonomous Environmental Monitoring,Halar Mustafa; Sadiq Ur Rehman; Muhammad Ahsan Shaikh,2026,Memoria Investigaciones en Ingeniería,journal-article,Universidad de Montevideo,,30,164-176,,0,19,four_wheel_steering,"[""robotic_environmental_monitoring"", ""four_wheel_steering""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;four_wheel_steering,"[""robot"", ""env"", ""sensor"", ""outdoor""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 60, ""api_score"": 19.94741, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 59}, {""query_id"": ""Q08"", ""query_rank"": 348, ""api_score"": 22.435814, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 347}]"
87,10.36922/ajwep.6564,https://doi.org/10.36922/ajwep.6564,Enhancing swimming pool hygiene: A robotic approach to debris removal and water quality monitoring,Hemalatha Senthilmahesh; Kiran Mayee Adavala; Thilagam Thangamariappan; Pullela S. V. V. S. R. Kumar; Ramesh Tumaati; Muthuvairavan Pillai Nagappan,2025,"Asian Journal of Water, Environment and Pollution",journal-article,AccScience Publishing,22,2,19,,0,19,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 315, ""api_score"": 20.145798, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 314}]"
88,10.1201/9781032664828-9,https://doi.org/10.1201/9781032664828-9,Calibrating the IoT-Based System for Monitoring Water Quality with Known pH and Turbidity,Hasifah Namatovu; Fiona Ssozi,2024,Interactive Media with Next-Gen Technologies and Their Usability Evaluation,book-chapter,Chapman and Hall/CRC,,,114-130,,0,19,water_quality_monitoring,"[""water_quality_monitoring"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,water_quality_monitoring;embedded_environmental_sensing,"[""env"", ""water"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 1, ""api_score"": 32.113297, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 0}]"
89,10.1109/tmech.2017.2722009,https://doi.org/10.1109/tmech.2017.2722009,Development of a Novel Robotic Dolphin and Its Application to Water Quality Monitoring,Zhengxing Wu; Jincun Liu; Junzhi Yu; Hao Fang,2017,IEEE/ASME Transactions on Mechatronics,journal-article,Institute of Electrical and Electronics Engineers (IEEE),22,5,2130-2140,,81,18,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 271, ""api_score"": 20.366928, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 270}]"
90,10.1007/s42235-022-00282-1,https://doi.org/10.1007/s42235-022-00282-1,Design and Realization of a Novel Hybrid-Drive Robotic Fish for Aquaculture Water Quality Monitoring,Yiting Ji; Yaoguang Wei; Jincun Liu; Dong An,2022,Journal of Bionic Engineering,journal-article,Springer Science and Business Media LLC,20,2,543-557,,32,18,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 313, ""api_score"": 20.148026, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 312}]"
91,10.1109/aeeca49918.2020.9213466,https://doi.org/10.1109/aeeca49918.2020.9213466,Research on Mobile Water Quality Monitoring System Based on Underwater Bionic Robot Fish Platform,Chen Kai; Zhu Weiwei; Dou Lu,2020,2020 IEEE International Conference on Advances in Electrical Engineering and Computer Applications( AEECA),proceedings-article,IEEE,,,457-461,,12,18,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 298, ""api_score"": 17.187632, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 297}]"
92,10.1080/07438140809354064,https://doi.org/10.1080/07438140809354064,Turbidity and temperature patterns in a reservoir and its primary tributary from robotic monitoring: Implications for managing the quality of withdrawals,Anthony R. Prestigiacomo; Steven W. Effler; David M. O'Donnell; David G. Smith; Donald Pierson,2008,Lake and Reservoir Management,journal-article,Informa UK Limited,24,3,231-243,,9,18,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 85, ""api_score"": 22.094048, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 84}]"
93,10.1109/cenim.2018.8711409,https://doi.org/10.1109/cenim.2018.8711409,Online Gas Mapping in Outdoor Environment using Solar-Powered Mobile Robot,Richa Watiasih; Muhammad Rivai; Ontoseno Penangsang; Fajar Budiman; Tukadi; Yusril Izza,2018,"2018 International Conference on Computer Engineering, Network and Intelligent Multimedia (CENIM)",proceedings-article,IEEE,,,245-250,,4,18,outdoor_navigation_fusion,"[""robotic_environmental_monitoring"", ""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;outdoor_navigation_fusion,"[""robot"", ""env"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 95, ""api_score"": 25.904003, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 94}]"
94,10.3390/s26185729,https://doi.org/10.3390/s26185729,Real-to-Sim Calibration and Cross-Domain Trajectory Validation of a Low-Cost Multi-Sensor UGV Digital Twin,Carlos Villagomez Alfaro; Zandra Betzabe Rivera Chavez; Marco Claudio De Simone; Domenico Guida,2026,Sensors,journal-article,MDPI AG,26,18,5729,,0,18,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""calib"", ""sensor"", ""outdoor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 382, ""api_score"": 22.251707, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 381}]"
95,10.55248/gengpi.07.0526.c1330,https://doi.org/10.55248/gengpi.07.0526.c1330,"AI-Powered Smart Farming Robot for Insect Detection, Targeted Spraying, and IoT-Based Environmental Monitoring",Magesh Manickam M; Jaibalaji S; Harsh Bothra S; Ms. S. Shamili Shanmugapriya,2026,International Journal of Research Publication and Reviews,journal-article,Genesis Global Publication,7,5,9205-9216,,0,18,robotic_environmental_monitoring,"[""robotic_environmental_monitoring"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;embedded_environmental_sensing,"[""robot"", ""env"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 166, ""api_score"": 18.202652, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 165}]"
96,10.1109/compas67506.2025.11381712,https://doi.org/10.1109/compas67506.2025.11381712,IoT-Enabled Mobile Robot for Environmental Monitoring with Multi-Modal Communication,Shahin M. Khan; Mumtahina Tasnim Mahi; Tajreen Ferdoush; Mirza Rasheduzzaman,2025,"2025 IEEE 2nd International Conference on Computing, Applications and Systems (COMPAS)",proceedings-article,IEEE,,,1-6,,0,18,robotic_environmental_monitoring,"[""robotic_environmental_monitoring"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;embedded_environmental_sensing,"[""robot"", ""env"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 14, ""api_score"": 21.639486, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 13}]"
97,10.3390/s21227456,https://doi.org/10.3390/s21227456,"A Portable Device for Methane Measurement Using a Low-Cost Semiconductor Sensor: Development, Calibration and Environmental Applications",Leonardo Furst; Manuel Feliciano; Laercio Frare; Getúlio Igrejas,2021,Sensors,journal-article,MDPI AG,21,22,7456,,28,17,gas_sensor_calibration,"[""gas_sensor_calibration"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,gas_sensor_calibration;embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 241, ""api_score"": 23.93868, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 240}]"
98,10.3390/atmos15111313,https://doi.org/10.3390/atmos15111313,Addressing Low-Cost Methane Sensor Calibration Shortcomings with Machine Learning,Elijah Kiplimo; Stuart N. Riddick; Mercy Mbua; Aashish Upreti; Abhinav Anand; Daniel J. Zimmerle,2024,Atmosphere,journal-article,MDPI AG,15,11,1313,,4,17,gas_sensor_calibration,"[""gas_sensor_calibration"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,gas_sensor_calibration;embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",2,"[{""query_id"": ""Q04"", ""query_rank"": 225, ""api_score"": 24.201365, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 224}]"
99,10.1115/1.4071125,https://doi.org/10.1115/1.4071125,A Novel Unmanned Ground Vehicle-Based Soil Sampling System for High-Precision Soil Moisture Monitoring,Elias Small; Ilektra Tsimpidi; Ilias Tevetzidis; George Nikolakopoulos,2025,ASME Letters in Translational Robotics,journal-article,ASME International,1,4,,041004,0,17,robotic_sampling,"[""robotic_sampling""]",False,False,True,metadata_candidate,robotic_sampling,"[""robot"", ""sensor"", ""outdoor"", ""sampling""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 104, ""api_score"": 25.488197, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 103}]"
100,10.1016/s0925-4005(00)00639-0,https://doi.org/10.1016/s0925-4005(00)00639-0,Micromachined metal oxide gas sensors: opportunities to improve sensor performance,Isolde Simon; Nicolae Bârsan; Michael Bauer; Udo Weimar,2001,Sensors and Actuators B: Chemical,journal-article,Elsevier BV,73,1,1-26,,582,16,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,False,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""calib"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 341, ""api_score"": 21.489288, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 340}]"
101,10.3390/s130709160,https://doi.org/10.3390/s130709160,Metal Oxide Gas Sensor Drift Compensation Using a Dynamic Classifier Ensemble Based on Fitting,Hang Liu; Zhenan Tang,2013,Sensors,journal-article,MDPI AG,13,7,9160-9173,,38,16,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,True,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""calib"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 82, ""api_score"": 24.10106, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 81}]"
102,10.1016/j.snb.2021.130769,https://doi.org/10.1016/j.snb.2021.130769,Global calibration models for temperature-modulated metal oxide gas sensors: A strategy to reduce calibration costs,Albert Miquel-Ibarz; Javier Burgués; Santiago Marco,2022,Sensors and Actuators B: Chemical,journal-article,Elsevier BV,350,,130769,130769,34,16,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,False,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""calib"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 60, ""api_score"": 24.813894, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 59}]"
103,10.3390/s150510180,https://doi.org/10.3390/s150510180,Metal Oxide Gas Sensor Drift Compensation Using a Two-Dimensional Classifier Ensemble,Hang Liu; Renzhi Chu; Zhenan Tang,2015,Sensors,journal-article,MDPI AG,15,5,10180-10193,,34,16,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,True,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""calib"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 83, ""api_score"": 24.097927, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 82}]"
104,10.1016/j.atmosenv.2023.119955,https://doi.org/10.1016/j.atmosenv.2023.119955,Long-term field calibration of low-cost metal oxide VOC sensor: Meteorological and interference gas effects,Gung-Hwa Hong; Thi-Cuc Le; Guan-Yu Lin; Hung-Wen Cheng; Jhih-Yuan Yu; Racha Dejchanchaiwong; Perapong Tekasakul; Chuen-Jinn Tsai,2023,Atmospheric Environment,journal-article,Elsevier BV,310,,119955,119955,29,16,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,False,metadata_candidate,gas_sensor_calibration,"[""gas"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 57, ""api_score"": 24.994198, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 56}]"
105,10.1007/s00216-013-7502-0,https://doi.org/10.1007/s00216-013-7502-0,Grain shape influence on semiconducting metal oxide based gas sensor performance: modeling versus experiment,Julia Rebholz; Peter Bonanati; Udo Weimar; Nicolae Barsan,2013,Analytical and Bioanalytical Chemistry,journal-article,Springer Science and Business Media LLC,406,16,3977-3983,,28,16,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,False,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""calib"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 440, ""api_score"": 20.768353, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 439}]"
106,10.1109/rose.2012.6402609,https://doi.org/10.1109/rose.2012.6402609,Automated odometry self-calibration for car-like robots with four-wheel-steering,Karsten Bohlmann; Henrik Marks; Andreas Zell,2012,2012 IEEE International Symposium on Robotic and Sensors Environments Proceedings,proceedings-article,IEEE,,,168-173,,5,16,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""calib"", ""steer"", ""nav""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 464, ""api_score"": 23.840519, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 463}]"
107,10.1109/icra.2013.6630701,https://doi.org/10.1109/icra.2013.6630701,"Estimation-informed, resource-aware robot navigation for environmental monitoring applications",Lonnie T. Parker; Richard A. Coogle; Ayanna M. Howard,2013,2013 IEEE International Conference on Robotics and Automation,proceedings-article,IEEE,,,1041-1046,,3,16,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",False,False,False,metadata_candidate,robotic_environmental_monitoring,"[""robot"", ""env"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 366, ""api_score"": 16.869785, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 365}, {""query_id"": ""Q10"", ""query_rank"": 241, ""api_score"": 16.775389, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 240}]"
108,10.1109/access.2026.3712023,https://doi.org/10.1109/access.2026.3712023,Robust Offline Coverage Path Planning for Multi-Robot Environmental Monitoring in Structured Grid Domains,Ignas Sablinskas; Vishnu G. Nair,2026,IEEE Access,journal-article,Institute of Electrical and Electronics Engineers (IEEE),14,,107492-107510,,0,16,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",False,False,False,metadata_candidate,robotic_environmental_monitoring,"[""robot"", ""env"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 314, ""api_score"": 17.109175, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 313}]"
