shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
,10.4314/njt.v44i4.9,https://doi.org/10.4314/njt.v44i4.9,Robotic and IoT devices and systems for river water quality monitoring and management: A scoping review,R. Stojche; К. Saso,2025,Nigerian Journal of Technology,journal-article,University of Nigeria,44,4,621-633,,0,23,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring"", ""embedded_environmental_sensing""]",True,False,True,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring;embedded_environmental_sensing,"[""robot"", ""env"", ""water"", ""sensor"", ""embedded"", ""review""]",2,"[{""query_id"": ""Q06"", ""query_rank"": 157, ""api_score"": 21.093136, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 156}]"
11,10.51244/ijrsi.2025.12110008,https://doi.org/10.51244/ijrsi.2025.12110008,Review Paper on Advanced Floating Robotic System for Water Quality Monitoring,Mr.Aviraje Bhosale; Ms.Tejashree Sakhale; Ms.Rahi Jadhav; Mr.Nishant Gaikwad; Dr. A. R. Nichal,2025,International Journal of Research and Scientific Innovation,journal-article,RSIS International,12,11,92-99,,0,23,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring"", ""embedded_environmental_sensing""]",True,False,True,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring;embedded_environmental_sensing,"[""robot"", ""env"", ""water"", ""sensor"", ""review""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 329, ""api_score"": 20.075481, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 328}]"
12,10.1007/s10514-011-9219-2,https://doi.org/10.1007/s10514-011-9219-2,Odor source localization using a mobile robot in outdoor airflow environments with a particle filter algorithm,Ji-Gong Li; Qing-Hao Meng; Yang Wang; Ming Zeng,2011,Autonomous Robots,journal-article,Springer Science and Business Media LLC,30,3,281-292,,188,23,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping"", ""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping;outdoor_navigation_fusion,"[""robot"", ""env"", ""gas"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 466, ""api_score"": 21.475792, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 465}]"
13,10.1109/icsens.2009.5398498,https://doi.org/10.1109/icsens.2009.5398498,Using local wind information for gas distribution mapping in outdoor environments with a mobile robot,Matteo Reggente; Achim J. Lilienthal,2009,2009 IEEE Sensors,proceedings-article,IEEE,,,1715-1720,,37,23,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping"", ""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping;outdoor_navigation_fusion,"[""robot"", ""env"", ""gas"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 101, ""api_score"": 24.371527, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 100}, {""query_id"": ""Q08"", ""query_rank"": 28, ""api_score"": 29.304178, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 27}]"
14,10.1109/access.2023.3238470,https://doi.org/10.1109/access.2023.3238470,Integration of Bayesian Inference and Anemotaxis for Robotics Gas Source Localization in a Large Cluttered Outdoor Environment,Yaqub A. Prabowo; Bambang R. Trilaksono; Egi M. I. Hidayat; Brian Yuliarto,2023,IEEE Access,journal-article,Institute of Electrical and Electronics Engineers (IEEE),11,,22705-22713,,16,23,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping"", ""outdoor_navigation_fusion""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping;outdoor_navigation_fusion,"[""robot"", ""env"", ""gas"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 331, ""api_score"": 21.855581, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 330}]"
,10.1149/07516.0065ecst,https://doi.org/10.1149/07516.0065ecst,Active Airflow Generation to Assist Robotic Gas Source Localization: Initial Experiments in Outdoor Environment,Ayano Murai; Haruka Matsukura; Ryuichi Takemura; Hiroshi Ishida,2016,ECS Transactions,journal-article,The Electrochemical Society,75,16,65-72,,3,23,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping"", ""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping;outdoor_navigation_fusion,"[""robot"", ""env"", ""gas"", ""nav"", ""outdoor""]",2,"[{""query_id"": ""Q03"", ""query_rank"": 25, ""api_score"": 29.454554, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 24}]"
15,10.1016/b978-0-323-85769-7.00004-5,https://doi.org/10.1016/b978-0-323-85769-7.00004-5,Mobile robot for air quality monitoring of landfilling sites using Internet of Things,Rajesh Singh; Anita Gehlot; Shaik Vaseem Akram; Prabin Kumar Das; Sushabhan Choudhury,2021,Cognitive Computing for Human-Robot Interaction,book-chapter,Elsevier,,,311-325,,0,23,particulate_air_quality,"[""robotic_environmental_monitoring"", ""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;particulate_air_quality;embedded_environmental_sensing,"[""robot"", ""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q01"", ""query_rank"": 82, ""api_score"": 19.610159, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 81}]"
16,10.22533/at.ed.3172115109,https://doi.org/10.22533/at.ed.3172115109,Water Quality Monitoring through Arduino Robotic Sensors,Lorenzo Domarco Silva; Christiane M. Schweitzer; Elerson Gaetti Jardim Júnior,2021,Journal of Engineering Research,journal-article,Atena Editora,1,1,2-24,,0,23,water_quality_monitoring,"[""robotic_environmental_monitoring"", ""water_quality_monitoring"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring;embedded_environmental_sensing,"[""robot"", ""env"", ""water"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 61, ""api_score"": 22.965128, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 60}]"
17,10.1088/1361-6501/ae6298,https://doi.org/10.1088/1361-6501/ae6298,Calibration strategies and measurement frameworks for low-cost particulate matter sensors: a comprehensive review,Zikang Feng; Lina Zheng; Yingshuo Zhu,2026,Measurement Science and Technology,journal-article,IOP Publishing,37,20,202001,,2,22,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",True,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 54, ""api_score"": 29.932194, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 53}]"
18,10.1017/s0263574708004694,https://doi.org/10.1017/s0263574708004694,Gas distribution mapping of multiple odour sources using a mobile robot,Amy Loutfi; Silvia Coradeschi; Achim J. Lilienthal; Javier Gonzalez,2009,Robotica,journal-article,Cambridge University Press (CUP),27,2,311-319,,66,22,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping"", ""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping;outdoor_navigation_fusion,"[""robot"", ""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 255, ""api_score"": 22.53933, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 254}]"
19,10.3390/s21123960,https://doi.org/10.3390/s21123960,Calibration Method for Particulate Matter Low-Cost Sensors Used in Ambient Air Quality Monitoring and Research,Janani Venkatraman Jagatha; André Klausnitzer; Miriam Chacón-Mateos; Bernd Laquai; Evert Nieuwkoop; Peter van der Mark; Ulrich Vogt; Christoph Schneider,2021,Sensors,journal-article,MDPI AG,21,12,3960,,60,22,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 114, ""api_score"": 27.369225, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 113}]"
20,10.3390/s21186162,https://doi.org/10.3390/s21186162,Practical Particulate Matter Sensing and Accurate Calibration System Using Low-Cost Commercial Sensors,Hyuntae Cho; Yunju Baek,2021,Sensors,journal-article,MDPI AG,21,18,6162,,16,22,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 18, ""api_score"": 34.62316, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 17}]"
21,10.3390/mi14081578,https://doi.org/10.3390/mi14081578,Three-Dimensional Printed Biomimetic Robotic Fish for Dynamic Monitoring of Water Quality in Aquaculture,Xiaojun Chen; Dejin Li; Deyun Mo; Zaifu Cui; Xin Li; Haishan Lian; Manfeng Gong,2023,Micromachines,journal-article,MDPI AG,14,8,1578,,13,22,robotic_sampling,"[""robotic_environmental_monitoring"", ""water_quality_monitoring"", ""robotic_sampling"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;water_quality_monitoring;robotic_sampling;embedded_environmental_sensing,"[""robot"", ""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 160, ""api_score"": 21.079634, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 159}]"
22,10.21175/rad.abstr.book.2026.12.3,https://doi.org/10.21175/rad.abstr.book.2026.12.3,Enhancing low-cost air quality monitoring using LSTM networks for in-field sensor calibration,,2026,Book of Abstracts - RAD 2026 Conference,book-chapter,"RAD Centre, Niš, Serbia",,,,,0,22,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 118, ""api_score"": 27.286854, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 117}, {""query_id"": ""Q05"", ""query_rank"": 365, ""api_score"": 21.257545, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 364}]"
23,10.1021/acssensors.4c03293,https://doi.org/10.1021/acssensors.4c03293,"Low-Cost Particulate Matter Mass Sensors: Review of the Status, Challenges, and Opportunities for Single-Instrument and Network Calibration",Jingzhuo Zhang; Li Bai; Na Li; Yu Wang; Yibing Lv; Yaolong Shi; Chao Yang; Chi Xu,2025,ACS Sensors,journal-article,American Chemical Society (ACS),10,5,3207-3221,,7,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",True,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 139, ""api_score"": 26.291414, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 138}]"
24,10.1039/d5ay01554e,https://doi.org/10.1039/d5ay01554e,Analytical performance and calibration strategies of low-cost particulate matter sensors for indoor and workplace monitoring—a review,Zikang Feng; Lina Zheng; Dou Liu,2026,Analytical Methods,journal-article,Royal Society of Chemistry (RSC),18,1,39-52,,3,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",True,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 56, ""api_score"": 29.742523, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 55}]"
,10.5194/amt-2019-422-rc2,https://doi.org/10.5194/amt-2019-422-rc2,"Review of Kuula et al. ""Laboratory evaluation of particle size-selectivity of optical low-cost particulate matter sensors""",,2020,,peer-review,Copernicus GmbH,,,,,0,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 69, ""api_score"": 28.859566, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 68}]"
,10.5194/amt-2019-422-rc1,https://doi.org/10.5194/amt-2019-422-rc1,Review: Laboratory Evaluation of particle-size selectivity of optical low-cost particulate matter sensors,,2019,,peer-review,Copernicus GmbH,,,,,0,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 44, ""api_score"": 30.619339, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 43}]"
,10.5194/amt-2019-55-rc2,https://doi.org/10.5194/amt-2019-55-rc2,Review of “Gaussian Process regression model for dynamically calibrating a wireless low-cost particulate matter sensor network in Delhi”,,2019,,peer-review,Copernicus GmbH,,,,,0,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 31, ""api_score"": 32.45433, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 30}]"
,10.5194/amt-2019-55-rc3,https://doi.org/10.5194/amt-2019-55-rc3,"Review of amt-2019-55 / ""Gaussian Process regression model for dynamically calibrating a wireless low-cost particulate matter sensor network in Delhi""",,2019,,peer-review,Copernicus GmbH,,,,,0,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 22, ""api_score"": 33.931484, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 21}]"
,10.5194/acp-2018-327-rc2,https://doi.org/10.5194/acp-2018-327-rc2,Review for “Airborne particulate matter monitoring in Kenya using calibrated low-cost sensors”,,2018,,peer-review,Copernicus GmbH,,,,,0,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 81, ""api_score"": 28.435963, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 80}]"
,10.5194/amt-2017-260-rc1,https://doi.org/10.5194/amt-2017-260-rc1,"Review of ""Closing the gap on lower cost air quality monitoring: machine learning calibration models to improve low-cost sensor performance"" by Zimmerman et al.",,2017,,peer-review,Copernicus GmbH,,,,,0,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 84, ""api_score"": 28.388443, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 83}]"
,10.5194/amt-2017-339-rc2,https://doi.org/10.5194/amt-2017-339-rc2,Review: Field calibration of low-cost air quality sensors,,2017,,peer-review,Copernicus GmbH,,,,,0,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",True,False,False,not_prioritized_by_metadata_rule,administrative_or_peer_review_record_type,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 179, ""api_score"": 25.153355, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 178}]"
25,10.1016/j.envpol.2016.12.039,https://doi.org/10.1016/j.envpol.2016.12.039,Ambient and laboratory evaluation of a low-cost particulate matter sensor,K.E. Kelly; J. Whitaker; A. Petty; C. Widmer; A. Dybwad; D. Sleeth; R. Martin; A. Butterfield,2017,Environmental Pollution,journal-article,Elsevier BV,221,,491-500,,401,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 94, ""api_score"": 28.000645, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 93}]"
26,10.1080/02786826.2015.1100710,https://doi.org/10.1080/02786826.2015.1100710,Laboratory Evaluation and Calibration of Three Low-Cost Particle Sensors for Particulate Matter Measurement,Yang Wang; Jiayu Li; He Jing; Qiang Zhang; Jingkun Jiang; Pratim Biswas,2015,Aerosol Science and Technology,journal-article,Informa UK Limited,49,11,1063-1077,,386,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 104, ""api_score"": 27.43793, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 103}]"
27,10.1016/j.jaerosci.2021.105833,https://doi.org/10.1016/j.jaerosci.2021.105833,From low-cost sensors to high-quality data: A summary of challenges and best practices for effectively calibrating low-cost particulate matter mass sensors,Michael R. Giordano; Carl Malings; Spyros N. Pandis; Albert A. Presto; V.F. McNeill; Daniel M. Westervelt; Matthias Beekmann; R. Subramanian,2021,Journal of Aerosol Science,journal-article,Elsevier BV,158,,105833,105833,343,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 348, ""api_score"": 22.544703, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 347}]"
