acquisition_design,ADC_reference_V,ADC_bits,temperature_C,pH,ideal_electrode_slope_V_per_pH,gain,conditioned_voltage_V,ideal_ADC_code_coordinate,ADC_step_pH,within_ADC_rails
Mega_5V_10bit_baseline,5.0,10,5.0,1.9000000000000001,0.055190921064520254,3,3.34442109228716,684.9374397004103,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,2.0,0.055190921064520254,3,3.327863815967804,681.5465095102062,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,2.1,0.055190921064520254,3,3.311306539648448,678.1555793200021,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,2.2,0.055190921064520254,3,3.294749263329092,674.764649129798,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,2.3000000000000003,0.055190921064520254,3,3.2781919870097354,671.3737189395938,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,2.4000000000000004,0.055190921064520254,3,3.2616347106903794,667.9827887493897,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,2.5,0.055190921064520254,3,3.2450774343710234,664.5918585591855,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,2.6,0.055190921064520254,3,3.2285201580516674,661.2009283689815,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,2.7,0.055190921064520254,3,3.2119628817323114,657.8099981787774,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,2.8000000000000003,0.055190921064520254,3,3.195405605412955,654.4190679885731,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,2.9000000000000004,0.055190921064520254,3,3.178848329093599,651.028137798369,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,3.0,0.055190921064520254,3,3.162291052774243,647.637207608165,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,3.1,0.055190921064520254,3,3.145733776454887,644.2462774179609,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,3.2,0.055190921064520254,3,3.129176500135531,640.8553472277567,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,3.3000000000000003,0.055190921064520254,3,3.112619223816175,637.4644170375526,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,3.4000000000000004,0.055190921064520254,3,3.0960619474968185,634.0734868473485,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,3.5,0.055190921064520254,3,3.0795046711774625,630.6825566571443,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,3.6,0.055190921064520254,3,3.0629473948581065,627.2916264669402,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,3.7,0.055190921064520254,3,3.0463901185387505,623.9006962767361,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,3.8000000000000003,0.055190921064520254,3,3.0298328422193945,620.509766086532,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,3.9000000000000004,0.055190921064520254,3,3.013275565900038,617.1188358963278,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,4.0,0.055190921064520254,3,2.9967182895806825,613.7279057061238,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,4.1000000000000005,0.055190921064520254,3,2.980161013261326,610.3369755159196,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,4.2,0.055190921064520254,3,2.96360373694197,606.9460453257154,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,4.3,0.055190921064520254,3,2.947046460622614,603.5551151355114,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,4.4,0.055190921064520254,3,2.930489184303258,600.1641849453073,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,4.5,0.055190921064520254,3,2.913931907983902,596.7732547551032,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,4.6000000000000005,0.055190921064520254,3,2.8973746316645457,593.3823245648989,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,4.7,0.055190921064520254,3,2.8808173553451897,589.9913943746949,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,4.800000000000001,0.055190921064520254,3,2.8642600790258337,586.6004641844908,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,4.9,0.055190921064520254,3,2.8477028027064777,583.2095339942866,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,5.0,0.055190921064520254,3,2.8311455263871217,579.8186038040825,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,5.1000000000000005,0.055190921064520254,3,2.8145882500677653,576.4276736138784,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,5.2,0.055190921064520254,3,2.7980309737484093,573.0367434236742,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,5.300000000000001,0.055190921064520254,3,2.7814736974290533,569.6458132334701,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,5.4,0.055190921064520254,3,2.7649164211096973,566.254883043266,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,5.5,0.055190921064520254,3,2.7483591447903413,562.8639528530618,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,5.6000000000000005,0.055190921064520254,3,2.731801868470985,559.4730226628577,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,5.7,0.055190921064520254,3,2.715244592151629,556.0820924726536,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,5.800000000000001,0.055190921064520254,3,2.698687315832273,552.6911622824495,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,5.9,0.055190921064520254,3,2.682130039512917,549.3002320922453,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,6.0,0.055190921064520254,3,2.665572763193561,545.9093019020413,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,6.1000000000000005,0.055190921064520254,3,2.6490154868742044,542.5183717118371,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,6.2,0.055190921064520254,3,2.6324582105548484,539.1274415216329,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,6.300000000000001,0.055190921064520254,3,2.6159009342354924,535.7365113314288,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,6.4,0.055190921064520254,3,2.5993436579161364,532.3455811412248,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,6.5,0.055190921064520254,3,2.5827863815967804,528.9546509510207,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,6.6000000000000005,0.055190921064520254,3,2.5662291052774244,525.5637207608165,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,6.7,0.055190921064520254,3,2.549671828958068,522.1727905706123,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,6.800000000000001,0.055190921064520254,3,2.533114552638712,518.7818603804083,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,6.9,0.055190921064520254,3,2.516557276319356,515.3909301902041,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,7.0,0.055190921064520254,3,2.5,512.0,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,7.1000000000000005,0.055190921064520254,3,2.483442723680644,508.60906980979587,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,7.2,0.055190921064520254,3,2.466885447361288,505.2181396195918,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,7.300000000000001,0.055190921064520254,3,2.4503281710419316,501.8272094293876,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,7.4,0.055190921064520254,3,2.4337708947225756,498.4362792391835,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,7.5,0.055190921064520254,3,2.4172136184032196,495.04534904897935,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,7.6000000000000005,0.055190921064520254,3,2.4006563420838636,491.6544188587753,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,7.7,0.055190921064520254,3,2.3840990657645076,488.26348866857114,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,7.800000000000001,0.055190921064520254,3,2.367541789445151,484.87255847836695,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,7.9,0.055190921064520254,3,2.350984513125795,481.4816282881628,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,8.0,0.055190921064520254,3,2.334427236806439,478.09069809795875,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,8.1,0.055190921064520254,3,2.317869960487083,474.6997679077546,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,8.200000000000001,0.055190921064520254,3,2.3013126841677267,471.30883771755043,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,8.3,0.055190921064520254,3,2.2847554078483707,467.9179075273463,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,8.4,0.055190921064520254,3,2.2681981315290147,464.5269773371422,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,8.5,0.055190921064520254,3,2.2516408552096587,461.1360471469381,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,8.6,0.055190921064520254,3,2.2350835788903027,457.745116956734,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,8.700000000000001,0.055190921064520254,3,2.2185263025709467,454.3541867665299,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,8.8,0.055190921064520254,3,2.2019690262515903,450.9632565763257,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,8.9,0.055190921064520254,3,2.1854117499322343,447.5723263861216,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,9.0,0.055190921064520254,3,2.1688544736128783,444.1813961959175,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,9.1,0.055190921064520254,3,2.1522971972935223,440.79046600571337,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,9.200000000000001,0.055190921064520254,3,2.1357399209741663,437.39953581550924,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,9.3,0.055190921064520254,3,2.1191826446548103,434.00860562530517,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,9.4,0.055190921064520254,3,2.1026253683354543,430.61767543510103,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,9.5,0.055190921064520254,3,2.086068092016098,427.22674524489685,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,9.600000000000001,0.055190921064520254,3,2.069510815696742,423.8358150546927,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,9.700000000000001,0.055190921064520254,3,2.052953539377386,420.44488486448864,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,9.8,0.055190921064520254,3,2.03639626305803,417.0539546742845,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,9.9,0.055190921064520254,3,2.019838986738674,413.66302448408044,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,10.0,0.055190921064520254,3,2.0032817104193175,410.2720942938762,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,10.100000000000001,0.055190921064520254,3,1.9867244340999615,406.8811641036721,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,10.200000000000001,0.055190921064520254,3,1.9701671577806055,403.490233913468,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,10.3,0.055190921064520254,3,1.9536098814612495,400.0993037232639,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,10.4,0.055190921064520254,3,1.9370526051418935,396.7083735330598,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,10.5,0.055190921064520254,3,1.9204953288225375,393.31744334285565,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,10.600000000000001,0.055190921064520254,3,1.903938052503181,389.92651315265147,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,10.700000000000001,0.055190921064520254,3,1.887380776183825,386.5355829624474,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,10.8,0.055190921064520254,3,1.870823499864469,383.14465277224326,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,10.9,0.055190921064520254,3,1.854266223545113,379.75372258203913,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,11.0,0.055190921064520254,3,1.837708947225757,376.36279239183506,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,11.100000000000001,0.055190921064520254,3,1.8211516709064006,372.97186220163087,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,11.200000000000001,0.055190921064520254,3,1.8045943945870446,369.58093201142674,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,11.3,0.055190921064520254,3,1.7880371182676886,366.1900018212226,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,11.4,0.055190921064520254,3,1.7714798419483326,362.79907163101853,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,11.5,0.055190921064520254,3,1.7549225656289766,359.4081414408144,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,11.600000000000001,0.055190921064520254,3,1.7383652893096202,356.0172112506102,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,11.700000000000001,0.055190921064520254,3,1.7218080129902642,352.6262810604061,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,11.8,0.055190921064520254,3,1.7052507366709082,349.235350870202,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,11.9,0.055190921064520254,3,1.6886934603515522,345.8444206799979,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,12.0,0.055190921064520254,3,1.6721361840321962,342.4534904897938,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,12.100000000000001,0.055190921064520254,3,1.6555789077128398,339.06256029958956,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,12.200000000000001,0.055190921064520254,3,1.6390216313934838,335.6716301093855,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,12.3,0.055190921064520254,3,1.6224643550741278,332.28069991918136,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,12.4,0.055190921064520254,3,1.6059070787547718,328.8897697289773,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,12.5,0.055190921064520254,3,1.5893498024354158,325.49883953877315,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,12.600000000000001,0.055190921064520254,3,1.5727925261160594,322.10790934856897,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,12.700000000000001,0.055190921064520254,3,1.5562352497967034,318.71697915836484,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,12.8,0.055190921064520254,3,1.5396779734773474,315.32604896816076,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,12.9,0.055190921064520254,3,1.5231206971579914,311.93511877795663,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,13.0,0.055190921064520254,3,1.5065634208386354,308.5441885877525,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,13.100000000000001,0.055190921064520254,3,1.4900061445192792,305.15325839754837,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,13.200000000000001,0.055190921064520254,3,1.4734488681999232,301.76232820734424,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,13.3,0.055190921064520254,3,1.4568915918805672,298.37139801714017,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,13.4,0.055190921064520254,3,1.4403343155612112,294.98046782693604,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,13.5,0.055190921064520254,3,1.423777039241855,291.5895376367319,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,13.600000000000001,0.055190921064520254,3,1.4072197629224987,288.1986074465277,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,13.700000000000001,0.055190921064520254,3,1.3906624866031427,284.80767725632364,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,13.8,0.055190921064520254,3,1.3741052102837867,281.4167470661195,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,13.9,0.055190921064520254,3,1.3575479339644307,278.02581687591544,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,5.0,14.0,0.055190921064520254,3,1.3409906576450747,274.6348866857113,0.029490433123301865,True
Mega_5V_10bit_baseline,5.0,10,25.0,0.0,0.059159349686811843,3,3.7423463434230486,766.4325311330404,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,0.1,0.059159349686811843,3,3.724598538517005,762.7977806882826,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,0.2,0.059159349686811843,3,3.7068507336109615,759.1630302435249,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,0.30000000000000004,0.059159349686811843,3,3.689102928704918,755.5282797987672,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,0.4,0.059159349686811843,3,3.6713551237988744,751.8935293540095,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,0.5,0.059159349686811843,3,3.653607318892831,748.2587789092518,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,0.6000000000000001,0.059159349686811843,3,3.6358595139867873,744.624028464494,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,0.7000000000000001,0.059159349686811843,3,3.6181117090807438,740.9892780197363,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,0.8,0.059159349686811843,3,3.6003639041747,737.3545275749786,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,0.9,0.059159349686811843,3,3.5826160992686567,733.7197771302209,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,1.0,0.059159349686811843,3,3.564868294362613,730.0850266854632,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,1.1,0.059159349686811843,3,3.5471204894565695,726.4502762407054,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,1.2000000000000002,0.059159349686811843,3,3.529372684550526,722.8155257959477,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,1.3,0.059159349686811843,3,3.5116248796444824,719.18077535119,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,1.4000000000000001,0.059159349686811843,3,3.493877074738439,715.5460249064323,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,1.5,0.059159349686811843,3,3.4761292698323953,711.9112744616746,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,1.6,0.059159349686811843,3,3.458381464926352,708.2765240169168,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,1.7000000000000002,0.059159349686811843,3,3.4406336600203082,704.6417735721591,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,1.8,0.059159349686811843,3,3.4228858551142647,701.0070231274015,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,1.9000000000000001,0.059159349686811843,3,3.405138050208221,697.3722726826437,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,2.0,0.059159349686811843,3,3.3873902453021776,693.737522237886,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,2.1,0.059159349686811843,3,3.369642440396134,690.1027717931282,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,2.2,0.059159349686811843,3,3.3518946354900905,686.4680213483705,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,2.3000000000000003,0.059159349686811843,3,3.334146830584047,682.8332709036129,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,2.4000000000000004,0.059159349686811843,3,3.3163990256780034,679.1985204588551,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,2.5,0.059159349686811843,3,3.29865122077196,675.5637700140974,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,2.6,0.059159349686811843,3,3.2809034158659163,671.9290195693396,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,2.7,0.059159349686811843,3,3.2631556109598727,668.2942691245819,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,2.8000000000000003,0.059159349686811843,3,3.245407806053829,664.6595186798243,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,2.9000000000000004,0.059159349686811843,3,3.2276600011477856,661.0247682350665,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,3.0,0.059159349686811843,3,3.209912196241742,657.3900177903088,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,3.1,0.059159349686811843,3,3.1921643913356985,653.755267345551,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,3.2,0.059159349686811843,3,3.174416586429655,650.1205169007933,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,3.3000000000000003,0.059159349686811843,3,3.1566687815236114,646.4857664560357,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,3.4000000000000004,0.059159349686811843,3,3.138920976617568,642.8510160112779,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,3.5,0.059159349686811843,3,3.1211731717115243,639.2162655665202,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,3.6,0.059159349686811843,3,3.1034253668054808,635.5815151217624,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,3.7,0.059159349686811843,3,3.085677561899437,631.9467646770047,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,3.8000000000000003,0.059159349686811843,3,3.0679297569933937,628.3120142322471,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,3.9000000000000004,0.059159349686811843,3,3.05018195208735,624.6772637874893,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,4.0,0.059159349686811843,3,3.0324341471813065,621.0425133427316,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,4.1000000000000005,0.059159349686811843,3,3.014686342275263,617.4077628979738,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,4.2,0.059159349686811843,3,2.9969385373692194,613.7730124532161,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,4.3,0.059159349686811843,3,2.979190732463176,610.1382620084585,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,4.4,0.059159349686811843,3,2.9614429275571323,606.5035115637007,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,4.5,0.059159349686811843,3,2.943695122651089,602.868761118943,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,4.6000000000000005,0.059159349686811843,3,2.9259473177450452,599.2340106741852,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,4.7,0.059159349686811843,3,2.9081995128390017,595.5992602294275,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,4.800000000000001,0.059159349686811843,3,2.890451707932958,591.9645097846699,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,4.9,0.059159349686811843,3,2.8727039030269146,588.3297593399121,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,5.0,0.059159349686811843,3,2.854956098120871,584.6950088951544,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,5.1000000000000005,0.059159349686811843,3,2.8372082932148275,581.0602584503966,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,5.2,0.059159349686811843,3,2.819460488308784,577.4255080056389,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,5.300000000000001,0.059159349686811843,3,2.8017126834027404,573.7907575608813,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,5.4,0.059159349686811843,3,2.783964878496697,570.1560071161235,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,5.5,0.059159349686811843,3,2.7662170735906533,566.5212566713658,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,5.6000000000000005,0.059159349686811843,3,2.7484692686846097,562.886506226608,0.027512205176073834,True
Mega_5V_10bit_baseline,5.0,10,25.0,5.7,0.059159349686811843,3,2.730721463778566,559.2517557818503,0.027512205176073834,True
